7.0	191.0	0.01	1
7.0	190.0	0.02	2
7.0	189.0	0.02	3
7.0	188.0	0.02	4
7.0	187.0	0.03	5
7.0	186.0	0.03	6
7.0	185.0	0.04	7
7.0	184.0	0.04	8
7.0	183.0	0.04	9
7.0	182.0	0.04	10
7.0	181.0	0.05	11
7.0	180.0	0.05	12
7.0	179.0	0.06	13
7.0	178.0	0.07	14
7.0	177.0	0.07	15
7.0	176.0	0.08	16
7.0	175.0	0.09	17
7.0	174.0	0.09	18
7.0	173.0	0.10	19
7.0	172.0	0.11	20
7.0	171.0	0.12	21
7.0	170.0	0.14	22
7.0	169.0	0.15	23
7.0	168.0	0.17	24
7.0	167.0	0.36	48
